name,description,stars,install_command,verified,repo_url,screenshots
dsh-plugin-hub,DeepSeek Harness 社区内置插件市场（dsh-plugin）— 搜索插件、下载并安装 9000+ 人工精选社区插件，每日更新、完全免费。内置在 Harness「设置 → 插件中心」，无需离开应用即可浏览、搜索、安装各类 AI 插件。,122,dsh plugin --profile web add git+https://github.com/dshplugin/dsh-plugin-hub.git,true,https://github.com/dshplugin/dsh-plugin-hub,https://raw.githubusercontent.com/dshplugin/dsh-plugin-hub/HEAD/docs/assets/logo.svg;https://raw.githubusercontent.com/dshplugin/dsh-plugin-hub/HEAD/docs/screenshots/dsh-plugin-hub-site-home.png;https://raw.githubusercontent.com/dshplugin/dsh-plugin-hub/HEAD/docs/screenshots/dsh-plugin-hub-site-categories.png
dsh-personal-center,"DSH 个人配置:Token 用量统计 / 成本估算 / 自定义指令 / 外观全局字号 / 桌面宠物(含会话状态概览),纯本地不联网。Personal center for DSH: usage stats, cost estimation, custom instructions, global font size & desktop pet with session overview — all local & offline.",120,dsh plugin --profile web add github:PolinniZhong/dsh-personal-center,true,https://github.com/PolinniZhong/dsh-personal-center,https://raw.githubusercontent.com/PolinniZhong/dsh-personal-center/HEAD/docs/screenshots/token-usage.png;https://raw.githubusercontent.com/PolinniZhong/dsh-personal-center/HEAD/docs/screenshots/personalization.png;https://raw.githubusercontent.com/PolinniZhong/dsh-personal-center/HEAD/docs/screenshots/appearance.png;https://raw.githubusercontent.com/PolinniZhong/dsh-personal-center/HEAD/docs/screenshots/pet.png
dsh-config-manager,"DeepSeek Harness (DSH) backup & restore plugin — export, import, migrate and sync your complete DSH configuration, plugins, MCP servers, skills and workspace. One-click migration to another machine.",118,dsh plugin --profile web add dsh-config-manager@0.1.8,true,https://github.com/xiajiajun516/dsh-config-manager,https://raw.githubusercontent.com/xiajiajun516/dsh-config-manager/HEAD/assets/screenshot-export.png;https://raw.githubusercontent.com/xiajiajun516/dsh-config-manager/HEAD/assets/screenshot-import-preview.png;https://raw.githubusercontent.com/xiajiajun516/dsh-config-manager/HEAD/assets/screenshot-snapshots.png;https://raw.githubusercontent.com/xiajiajun516/dsh-config-manager/HEAD/assets/screenshot-sync.png
dsh-turn-rewind,Roll a conversation and the workspace back together,117,dsh plugin --profile web add @anionex/dsh-turn-rewind,true,https://github.com/Anionex/dsh-turn-rewind,https://raw.githubusercontent.com/Anionex/dsh-turn-rewind/HEAD/docs/assets/turn-rewind-action.png;https://raw.githubusercontent.com/Anionex/dsh-turn-rewind/HEAD/docs/assets/turn-rewind-dialog.png
deep-whale-day-night-theme,DeepSeek Harness 完整非商业 Deep Whale 昼夜主题：水晶白昼、月潮夜晚、角色/Q版宠物、鲸鱼花边、玻璃面板、动态氛围、完整素材与可安装构建。仅限个人及其他非商业使用，禁止商用。Complete day/night UI theme; personal and non-commercial use only.,117,dsh plugin --profile web add git+https://github.com/GGBond2424648901/deep-whale-day-night-theme.git#runtime,true,https://github.com/GGBond2424648901/deep-whale-day-night-theme,https://raw.githubusercontent.com/GGBond2424648901/deep-whale-day-night-theme/HEAD/screenshots/day.png;https://raw.githubusercontent.com/GGBond2424648901/deep-whale-day-night-theme/HEAD/screenshots/night.png
odai,"AI agent 通用任务治理框架：对齐目标与事实，规划和调度能力，守住授权与风险边界，治理任务执行到真实验收与交付。Governance framework for evidence-driven planning, orchestration, and verified delivery.",115,dsh plugin --profile web add odai-dsh-plugin,true,https://github.com/orziz/odai,https://repository-images.githubusercontent.com/1185828998/3482ba40-4385-41d0-b1af-71c73bb5604b;https://raw.githubusercontent.com/orziz/odai/HEAD/assets/odai-readme-badge.png
DSH-EasyRewrite,"DSH Web内目前最无感的消息撤回、重编辑插件，原版体验，兼容性强，功能简单可开关，设置丰富，现代化轻量ui框架。The most seamless message recall & re-edit plugin for DSH Web — native experience, strong compatibility, simple toggles, rich settings, modern lightweight UI. DSH Web で最もシームレスなメッセージ撤回・再編集プラグイン——ネイティブ体験、高い互換性、シンプルなトグル、充実した設定、モダンで軽量な UI。",115,dsh plugin --profile web add github:Renzic-Stone/DSH-EasyRewrite,true,https://github.com/Renzic-Stone/DSH-EasyRewrite,https://repository-images.githubusercontent.com/1338463750/910113f4-728a-48dc-aa16-694421c0ff64;https://raw.githubusercontent.com/Renzic-Stone/DSH-EasyRewrite/main/assets/logo.png;https://raw.githubusercontent.com/Renzic-Stone/DSH-EasyRewrite/HEAD/docs/images/drag-drop-dual-dropzone.png;https://raw.githubusercontent.com/Renzic-Stone/DSH-EasyRewrite/HEAD/docs/images/bubble-edit-active.png
dsh-mneme,Store memory as Markdown you can read and edit yourself,115,dsh plugin --profile web add @modusensus/dsh-mneme,true,https://github.com/slow-stack/dsh-mneme,https://repository-images.githubusercontent.com/1333254657/9e5e4be6-11e2-492f-804e-59f3504a4a04;https://raw.githubusercontent.com/slow-stack/dsh-mneme/HEAD/横幅.png;https://raw.githubusercontent.com/slow-stack/dsh-mneme/HEAD/images/screenshot-memories.png;https://raw.githubusercontent.com/slow-stack/dsh-mneme/HEAD/images/screenshot-entities.png
dsh-codex-connect,Use openai-codex models and image generation via ChatGPT OAuth for DeepSeek Harness.,113,dsh plugin --profile web add dsh-codex-connect@0.1.0-alpha.4.39,true,https://github.com/franksong2702/dsh-codex-connect,https://raw.githubusercontent.com/franksong2702/dsh-codex-connect/main/docs/assets/en/hero.jpg;https://raw.githubusercontent.com/franksong2702/dsh-codex-connect/main/docs/assets/composer-capabilities.jpg
dsh-permission-rules,"Write declarative allow, deny, and ask rules for tools",113,dsh plugin --profile web add dsh-permission-rules,true,https://github.com/PerryLink/dsh-permission-rules,https://raw.githubusercontent.com/PerryLink/dsh-plugin-doctor/main/badges/PerryLink__dsh-permission-rules.svg;https://raw.githubusercontent.com/2BingLing/dsh-market/master/assets/readme/badge-top-rated.svg
dsh-plugin-template,Template for deepseek-harness plugin development.,110,dsh plugin --profile web add github:you/dsh-plugin-template,true,https://github.com/bugmaker2/dsh-plugin-template,
dsh-auto-continue,"DSH Web UI plugin: auto-sends 「继续」 after non-human interruptions, with error classification, adaptive backoff, pause, idempotency/loop guards, resume templates, and stats—all configurable in settings UI | DSH 前端 UI 插件：非人为中断后自动发送「继续」，支持错误分类、自适应退避、暂停、幂等/循环保护、续跑模板与统计，均可在设置界面配置",110,dsh plugin --profile web add github:HsiangNianian/dsh-auto-continue,true,https://github.com/HsiangNianian/dsh-auto-continue,https://raw.githubusercontent.com/HsiangNianian/dsh-auto-continue/HEAD/docs/demo.svg;https://raw.githubusercontent.com/HsiangNianian/dsh-auto-continue/HEAD/docs/auto-continue-workflow.en.svg;https://raw.githubusercontent.com/HsiangNianian/dsh-auto-continue/HEAD/docs/screenshots/02-settings-card.png;https://raw.githubusercontent.com/HsiangNianian/dsh-auto-continue/HEAD/docs/banner.svg
dsh-meow-memory,"Cross-session memory plugin for DeepSeek Harness: seven-layer SQLite store (soul/user/project/fact/lesson/topic/rules), BM25 retrieval, per-window dream consolidation. 跨会话七层长期记忆插件。",110,dsh plugin --profile web add github:Phant0Meow/dsh-meow-memory,true,https://github.com/Phant0Meow/dsh-meow-memory,
dsh-liketavern,"A DeepSeek Harness (dsh) plugin — turns dsh web into a SillyTavern-style roleplay frontend: character cards, prompt presets, lorebooks, personas, BM25 long-term memory, world-state deltas, and rollback-able floor operations, all on the dsh agent runtime.",109,dsh plugin --profile web add github:Amakurai/dsh-liketavern#v0.3.1,true,https://github.com/Amakurai/dsh-liketavern,
dsh-deepseek-web-login,"Unofficial DSH (DeepSeek Harness) plugin: use chat.deepseek.com web models as an LLM provider - browser-login capture, PoW solving, SSE streaming, prompting-based tool calls.",109,dsh plugin --profile desktop add github:cv-superding/dsh-deepseek-web-login,true,https://github.com/cv-superding/dsh-deepseek-web-login,https://raw.githubusercontent.com/cv-superding/dsh-deepseek-web-login/HEAD/docs/assets/hero.svg;https://raw.githubusercontent.com/cv-superding/dsh-deepseek-web-login/HEAD/docs/assets/architecture.svg;https://raw.githubusercontent.com/cv-superding/dsh-deepseek-web-login/HEAD/docs/assets/screenshot-settings.png;https://raw.githubusercontent.com/cv-superding/dsh-deepseek-web-login/HEAD/docs/assets/screenshot-usage-stats.png
ru-marketplace-mcp,"Одиннадцать маркетплейсов и недвижимость Циан как MCP-серверы: Wildberries, Ozon, Яндекс Маркет, Детский мир, Авито, AliExpress, Taobao, Мегамаркет, Lamoda, DNS, Ситилинк, Циан. Плюс сравнение цен по всем товарным источникам одним вызовом. Только чтение, ключи не нужны.",109,dsh plugin --profile web add github:Vladimir-Human/ru-marketplace-mcp#path:/dsh,true,https://github.com/Vladimir-Human/ru-marketplace-mcp,https://repository-images.githubusercontent.com/1313032827/65deb050-a490-4e10-a3bb-90528f21b78b
dsh-turn-delete,Delete one complete turn from a DeepSeek Harness session without deleting the session,108,dsh plugin --profile web add github:hanshenmesen/dsh-turn-delete,true,https://github.com/hanshenmesen/dsh-turn-delete,
dsh-memento,Add memory your agent has to ask permission to use,108,dsh plugin --profile web add dsh-memento,true,https://github.com/PerryLink/dsh-memento,https://raw.githubusercontent.com/PerryLink/dsh-plugin-doctor/main/badges/PerryLink__dsh-memento.svg;https://raw.githubusercontent.com/2BingLing/dsh-market/master/assets/readme/badge-top-rated.svg
dsh-run2skill,"Automatically turn successful DeepSeek Harness sessions into reusable, reviewable Agent Skills.",108,dsh plugin --profile web add dsh-run2skill@0.4.0,true,https://github.com/qkycir-123/dsh-run2skill,https://raw.githubusercontent.com/qkycir-123/dsh-run2skill/HEAD/docs/assets/run2skill-demo.gif;https://raw.githubusercontent.com/qkycir-123/dsh-run2skill/HEAD/docs/assets/01-proposal-inbox.png;https://raw.githubusercontent.com/qkycir-123/dsh-run2skill/HEAD/docs/assets/02-review-details.png;https://raw.githubusercontent.com/qkycir-123/dsh-run2skill/HEAD/docs/assets/03-saved-activity.png
dsh-network-settings,"DSH网络设置插件 | DeepSeek Harness network diagnostics, proxy detection and repair for Windows/WSL/MacOS",107,dsh plugin --profile web add github:kanneiren/dsh-network-settings,true,https://github.com/kanneiren/dsh-network-settings,https://raw.githubusercontent.com/kanneiren/dsh-network-settings/HEAD/docs/images/wsl-in-dsh.png;https://raw.githubusercontent.com/kanneiren/dsh-network-settings/HEAD/docs/images/wsl-path-graph.png;https://raw.githubusercontent.com/kanneiren/dsh-network-settings/HEAD/docs/images/win-path-graph.png;https://raw.githubusercontent.com/kanneiren/dsh-network-settings/HEAD/docs/images/win-network-config.png
dsh-usage,"🌊 Persistent dock & fully-customizable balance/usage panel for DeepSeek Harness — activity heatmap, dual-channel comparison, local-only & privacy-first",106,"dsh plugin --profile web add ""github:Aisland-SJL/dsh-usage""",true,https://github.com/Aisland-SJL/dsh-usage,https://raw.githubusercontent.com/Aisland-SJL/dsh-usage/HEAD/docs/images/dock.png;https://raw.githubusercontent.com/Aisland-SJL/dsh-usage/HEAD/docs/images/panel.png;https://raw.githubusercontent.com/Aisland-SJL/dsh-usage/HEAD/docs/images/customizer.png
dsh-qqbot,Wire a QQ bot into DSH with Tencent's own plugin,105,dsh plugin --profile qqbot add @tencent-connect/dsh-qqbot,true,https://github.com/tencent-connect/dsh-qqbot,https://raw.githubusercontent.com/tencent-connect/dsh-qqbot/HEAD/docs/assets/qqgroup.jpg;https://raw.githubusercontent.com/tencent-connect/dsh-qqbot/HEAD/docs/assets/qqchannel.jpg;https://raw.githubusercontent.com/tencent-connect/dsh-qqbot/HEAD/docs/assets/qrcode.png
billion-context-dsh,Model-driven context management (Active Context Pruning / ACP) for the DeepSeek Harness — the model decides when and what to compress. Ported from billion-context-pi (ranxianglei); acp-kernel reused verbatim. CompactionEngine backend with compress/decompress/search_context/acp_status tools.,105,dsh plugin --profile web add github:Tyan66666/billion-context-dsh#v0.2.25,true,https://github.com/Tyan66666/billion-context-dsh,
dsh-strata,"Session strata for the DeepSeek Harness Web GUI: the transcript's scrollbar becomes a to-scale, colour-coded map of the whole run, with your own messages emphasised and clickable anchors.",103,"dsh plugin --profile web add ""github:jsdvjx/dsh-strata#main""",true,https://github.com/jsdvjx/dsh-strata,https://raw.githubusercontent.com/jsdvjx/dsh-strata/main/docs/demo.gif
dsh-webui-market-plugin,"dsh Web GUI 社区插件市场：浏览 awesome-dsh-plugin.com 插件目录，一键安装/卸载到 profile。Community plugin market for the DeepSeek Harness (dsh) web GUI: browse, install and uninstall plugins into a profile.",103,dsh plugin --profile web add @sanqi-normal/dsh-webui-market-plugin,true,https://github.com/Sanqi-normal/dsh-webui-market-plugin,https://raw.githubusercontent.com/Sanqi-normal/dsh-webui-market-plugin/HEAD/img/51766e7935d9e67d7087510e4d6b0cb8.png
DSH-Creator,Jacky Creator：面向内容创作者的 DeepSeek Harness 本地内容与运营工作台,101,dsh plugin --profile web add https://github.com/Jackywxsz/DSH-Creator/releases/download/v0.1.0-beta.8/jacky-creator-0.1.0-beta.8.tgz,true,https://github.com/Jackywxsz/DSH-Creator,https://raw.githubusercontent.com/Jackywxsz/DSH-Creator/HEAD/assets/readme/hero.png
dsh-tabbit,Tabbit Browser plugins for Deepseek Harness,101,dsh plugin --profile web add github:Tabbit-Browser/dsh-tabbit,true,https://github.com/Tabbit-Browser/dsh-tabbit,https://repository-images.githubusercontent.com/1334076307/0047c392-9b00-4a30-a678-7dd93d83f90e;https://raw.githubusercontent.com/Tabbit-Browser/dsh-tabbit/HEAD/assets/dsh-tabbit-banner.png;https://raw.githubusercontent.com/Tabbit-Browser/dsh-tabbit/HEAD/assets/dsh-tabbit-developer-community-qr-2.jpg
dsh-web-mobile,DSH Web UI 移动端适配：窄屏好用，宽屏适用,98,dsh plugin --profile web add dsh-web-mobile,true,https://github.com/mexiaosqwq/dsh-web-mobile,https://raw.githubusercontent.com/mexiaosqwq/dsh-web-mobile/HEAD/assets/banner.png;https://raw.githubusercontent.com/mexiaosqwq/dsh-web-mobile/HEAD/assets/hero.png;https://raw.githubusercontent.com/mexiaosqwq/dsh-web-mobile/HEAD/assets/drawer.png;https://raw.githubusercontent.com/mexiaosqwq/dsh-web-mobile/HEAD/assets/settings.png
dsh-automation,DSH 自动化插件：让 Coding 任务按计划在全新 Agent Session 中运行，并由用户或 Agent 创建和管理定时任务。 / Run coding tasks in fresh Agent sessions and manage schedules from DSH Web or an Agent.,98,dsh plugin --profile web add github:titanwings/dsh-automation#v0.1.7,true,https://github.com/titanwings/dsh-automation,https://repository-images.githubusercontent.com/1333150357/8a799a1b-2723-459b-aa88-8f66ee7be53c;https://raw.githubusercontent.com/titanwings/dsh-automation/HEAD/docs/social-preview.png;https://raw.githubusercontent.com/titanwings/dsh-automation/HEAD/docs/01-dashboard-en.png;https://raw.githubusercontent.com/titanwings/dsh-automation/HEAD/docs/02-create-en.png
dsh-meme,DeepSeek Harness 的表情包插件——找得到、发得出、学得会，纯文本斗图、情绪主动发图、像 QQ/微信 一样发图、AI 自动学图、自定义表情包 、多种风格随意切换。,97,dsh plugin --profile web add dsh-meme,true,https://github.com/yyh-001/dsh-meme,https://raw.githubusercontent.com/yyh-001/dsh-meme/main/docs/hero.jpg?v=3;https://raw.githubusercontent.com/yyh-001/dsh-meme/main/docs/chat-example.png;https://raw.githubusercontent.com/yyh-001/dsh-meme/main/docs/panel-library.png;https://raw.githubusercontent.com/yyh-001/dsh-meme/main/docs/panel-discover.png
dsh-theme-endfield,终末地官网风格的 DSH Web 主题：奶油纸底、墨黑文字、信号黄强调、全直角工业编辑风。,96,dsh plugin --profile web add github:ymh0000123/dsh-theme-endfield,true,https://github.com/ymh0000123/dsh-theme-endfield,
dsh-watcher,Read-only Agent work-path observer for DeepSeek Harness,92,dsh plugin --profile web add github:aa2246740/dsh-watcher,true,https://github.com/aa2246740/dsh-watcher,https://raw.githubusercontent.com/aa2246740/dsh-watcher/HEAD/docs/screenshots/switch-mode.gif;https://raw.githubusercontent.com/aa2246740/dsh-watcher/HEAD/docs/screenshots/collapsed-turns.png;https://raw.githubusercontent.com/aa2246740/dsh-watcher/HEAD/docs/screenshots/overview.png;https://raw.githubusercontent.com/aa2246740/dsh-watcher/HEAD/docs/screenshots/parallel.png
superpowers-dsh,"Superpowers skills for DeepSeek Harness: TDD, debugging, planning, and collaboration skills adapted from obra/superpowers",92,dsh plugin --profile web add https://github.com/LayneChai/superpowers-dsh.git,true,https://github.com/LayneChai/superpowers-dsh,https://repository-images.githubusercontent.com/1333750613/9ba3b21d-7290-4d8a-98e8-6dc0980b2fc6;https://raw.githubusercontent.com/LayneChai/superpowers-dsh/HEAD/static/home.png;https://raw.githubusercontent.com/LayneChai/superpowers-dsh/HEAD/static/install-success.png
arc,"Agent Research Copilot (ARC) is a set of skills and tools (CLI) for theoretical physics literature review, idea generation and performing calculations.",92,dsh plugin --profile arc add github:tririver/arc,true,https://github.com/tririver/arc,
dsh-talk-map,"Visual conversation map for DeepSeek Harness — sessions as cards on a whiteboard: drag to arrange, double-click to chat, draw an edge to fork with injected context. ADHD-friendly spatial memory. · DSH 可视化对话地图",91,dsh plugin --profile web add github:Tasihi89/dsh-talk-map,true,https://github.com/Tasihi89/dsh-talk-map,
dsh-codex-ui,"DSH Codex UI — 为 DeepSeek Harness Web 提供 Codex 风格侧栏、工作区会话树、全局搜索和轮次导航 · A Codex-style sidebar, workspace session tree, global search, and turn navigation for DSH Web",89,dsh plugin --profile web add @michengai/dsh-codex-ui@latest --registry=https://registry.npmjs.org/,true,https://github.com/MichengAI/dsh-codex-ui,https://repository-images.githubusercontent.com/1334346564/fcf1e924-0c7c-44ab-af24-0cab532acfce;https://raw.githubusercontent.com/MichengAI/dsh-codex-ui/HEAD/assets/screenshots/conversation-light.png;https://raw.githubusercontent.com/MichengAI/dsh-codex-ui/HEAD/assets/screenshots/conversation.png;https://raw.githubusercontent.com/MichengAI/dsh-codex-ui/HEAD/assets/screenshots/settings-general-light.png
dsh-remote,"Remote-work assistant for DeepSeek Harness (DSH): connect SSH (key or password), pick a remote workspace, operate with rw_* tools, and SFTP-mirror it into a real local DSH workspace.",88,dsh plugin add dsh-remote,true,https://github.com/flymysql/dsh-remote,https://raw.githubusercontent.com/flymysql/dsh-remote/HEAD/docs/cover.png;https://raw.githubusercontent.com/flymysql/dsh-remote/HEAD/docs/ui-settings-panel.png;https://raw.githubusercontent.com/flymysql/dsh-remote/HEAD/docs/ui-picker-panel.png
dsh-status-rotator,"把 DSH Web 状态行换成 1063 条梗:打字机 + 炫彩渐变 + 弹幕 + 12 个主题词库包,设置页可视化编辑。",87,dsh plugin --profile web add dsh-status-rotator,true,https://github.com/01Virex/dsh-status-rotator,
dsh-codex-subscription,Use a ChatGPT or Codex subscription in DSH without an API key or Codex CLI,86,dsh plugin --profile web add dsh-codex-subscription,true,https://github.com/WSL043/dsh-codex-subscription,https://repository-images.githubusercontent.com/1333528857/f0a21033-e609-466c-b11b-dc5ee9421c1e;https://raw.githubusercontent.com/WSL043/dsh-codex-subscription/HEAD/docs/assets/sketch-canvas.png;https://raw.githubusercontent.com/WSL043/dsh-codex-subscription/HEAD/docs/assets/sketch-demo-source.png;https://raw.githubusercontent.com/WSL043/dsh-codex-subscription/HEAD/docs/assets/sketch-demo-result.png
dsh-notification,Get a desktop notification when a turn finishes,83,dsh plugin --profile web add https://github.com/omdsh-dev/dsh-notification/archive/refs/tags/v0.1.4.tar.gz,true,https://github.com/omdsh-dev/dsh-notification,
dsh-stock-watch,A股自选股实时行情盯盘插件 - DeepSeek Harness Web 右上角可折叠弹窗,82,dsh plugin --profile web add dsh-stock-watch,true,https://github.com/Awu12277/dsh-stock-watch,https://raw.githubusercontent.com/Awu12277/dsh-stock-watch/HEAD/screenshots/pill.png;https://raw.githubusercontent.com/Awu12277/dsh-stock-watch/HEAD/screenshots/list-dark.png;https://raw.githubusercontent.com/Awu12277/dsh-stock-watch/HEAD/screenshots/detail-minute-dark.png;https://raw.githubusercontent.com/Awu12277/dsh-stock-watch/HEAD/screenshots/detail-kline-dark.png
dockyard-dsh,A macOS-only native account-pool and provider plugin for DeepSeek Harness.,81,dsh plugin --profile web add github:AITabby/dockyard-dsh,true,https://github.com/AITabby/dockyard-dsh,
dsh-imagegen,"DSH (DeepSeek Harness) Web GUI AI image generation plugin: text-to-image & image-to-image via OpenAI-compatible endpoints (gpt-image-2), with shared cross-device history.",81,dsh plugin --profile web add @dickpy/dsh-imagegen,true,https://github.com/dickpy/dsh-imagegen,https://raw.githubusercontent.com/dickpy/dsh-imagegen/HEAD/docs/images/infinite-canvas-demo.gif;https://raw.githubusercontent.com/dickpy/dsh-imagegen/HEAD/docs/images/infinite-canvas.png;https://raw.githubusercontent.com/dickpy/dsh-imagegen/HEAD/docs/images/ecommerce-mode.png;https://raw.githubusercontent.com/dickpy/dsh-imagegen/HEAD/docs/images/image-generation-studio-four.png
dsh-maze,"DeepSeek Harness 的执行迷宫——看 Agent 真实怎么干活：迷宫时间轴 · 数据轨道 · 确定性执行分析 · 多会话对比 | The execution maze for DSH agents: maze timeline, per-step data tracks, deterministic execution analysis, multi-session comparison. Formerly dsh-trace-compare.",81,dsh plugin --profile web add dsh-maze,true,https://github.com/lamost423/dsh-maze,https://repository-images.githubusercontent.com/1338527485/b08427a9-91cc-46a1-a155-b0b8b7fd3729;https://raw.githubusercontent.com/lamost423/dsh-maze/HEAD/assets/maze-hero.png;https://raw.githubusercontent.com/lamost423/dsh-maze/HEAD/assets/maze-zoom.gif;https://raw.githubusercontent.com/lamost423/dsh-maze/HEAD/assets/maze-tracks.gif
sealos-skills,Deploy a project and provision infrastructure from chat,80,dsh plugin --profile web add github:labring/sealos-skills,true,https://github.com/labring/sealos-skills,https://raw.githubusercontent.com/labring/sealos-skills/HEAD/assets/codex-sealos.png
dsh-comfyui,一个基于DeepSeek-Harness的ComfyUI插件,79,dsh plugin --profile web add dsh-comfyui,true,https://github.com/fandc520/dsh-comfyui,https://raw.githubusercontent.com/fandc520/dsh-comfyui/HEAD/logo.png;https://raw.githubusercontent.com/fandc520/dsh-comfyui/HEAD/images/panel.png
opencode2dsh,"DSH plugin — free OpenCode Zen models for DeepSeek Harness (DSH). Free LLM API, no API key needed. 在 DSH 中使用 OpenCode Zen 免费模型，无需 API key",79,dsh plugin --profile web add @opencode2dsh/dsh-plugin,true,https://github.com/FishBottle7/opencode2dsh,
zat-dsh-engine,"Visual plugin marketplace for DeepSeek Harness — browse, search and install community plugins",79,dsh plugin --profile web add github:mishibeikejie/zat-dsh-engine,true,https://github.com/mishibeikejie/zat-dsh-engine,
local-shell-mcp,Enables LLM to use a cli environment.,77,dsh plugin --profile web add 'github:fwerkor/local-shell-mcp#main',true,https://github.com/fwerkor/local-shell-mcp,https://raw.githubusercontent.com/fwerkor/local-shell-mcp/HEAD/docs/assets/logo.svg
dsh-approval-gate,DeepSeek Harness 自动审批门控：Flash 预判不可回补操作，安全自动批准、危险转人工（fail-safe）,77,dsh plugin --profile web add dsh-approval-gate,true,https://github.com/moon09300731/dsh-approval-gate,https://raw.githubusercontent.com/moon09300731/dsh-approval-gate/HEAD/docs/screenshots/approval-view.png;https://raw.githubusercontent.com/moon09300731/dsh-approval-gate/HEAD/docs/screenshots/diff-panel.png;https://raw.githubusercontent.com/moon09300731/dsh-approval-gate/HEAD/docs/screenshots/settings-auto-approve.png
opencontext,"A temporal context graph, a memory API, retrieval primitives, and a multiple-platform integration mesh — designed to be embedded into any host process.",76,dsh plugin --profile web add dsh-opencontext,true,https://github.com/melandlabs/opencontext,
Martty,Unified Harness TUI (ACP client). Self-Improvement TUI plugin of DeepSeek Harness. Everything Here Is Also A Plugin.,76,dsh plugin --profile martty add martty@latest,true,https://github.com/openma-ai/Martty,https://raw.githubusercontent.com/openma-ai/Martty/HEAD/assets/screenshots/harness-switch.png;https://raw.githubusercontent.com/openma-ai/Martty/HEAD/assets/screenshots/harness-add.png;https://raw.githubusercontent.com/openma-ai/Martty/HEAD/assets/martty-lockup.svg;https://raw.githubusercontent.com/openma-ai/Martty/HEAD/assets/screenshots/agent-turn.png
dsh-whale-musume,DeepSeek Harness 桌宠插件：元气鲸鱼娘陪你写代码 🐋,76,dsh plugin --profile web add github:Sutera-Diffusus/dsh-whale-musume,true,https://github.com/Sutera-Diffusus/dsh-whale-musume,https://raw.githubusercontent.com/Sutera-Diffusus/dsh-whale-musume/HEAD/docs/images/homepage-promo.png;https://raw.githubusercontent.com/Sutera-Diffusus/dsh-whale-musume/HEAD/docs/images/logo.png;https://raw.githubusercontent.com/Sutera-Diffusus/dsh-whale-musume/HEAD/docs/images/preview-idle-coffee.png;https://raw.githubusercontent.com/Sutera-Diffusus/dsh-whale-musume/HEAD/docs/images/preview-working.png
dsh-openmaic,"OpenMAIC for DeepSeek Harness: classrooms, slides, interactive widgets, and Socratic teaching",76,dsh plugin --profile web add git+https://github.com/THU-MAIC/dsh-openmaic.git,true,https://github.com/THU-MAIC/dsh-openmaic,
custom-first-control-prompt,DeepSeek Harness plugin for insert custom prompt,75,dsh plugin --profile web add @wm-coders/dsh-custom-first-control-prompt,true,https://github.com/WM-CODER/custom-first-control-prompt,
dsh-agy-link,"Google Antigravity (agy CLI) models for DeepSeek Harness — streaming chat, thinking, tool activity, usage, in-GUI Google OAuth login",74,dsh plugin --profile web add dsh-agy-link,true,https://github.com/amlyczz/dsh-agy-link,https://raw.githubusercontent.com/amlyczz/dsh-agy-link/HEAD/docs/assets/dashboard.png;https://raw.githubusercontent.com/amlyczz/dsh-agy-link/HEAD/docs/assets/model-picker.png
dsh-mattpocock-skills-deck,Matt Pocock 技能面板（DSH Deck）：安装即自带 25 个工程与效率技能（mattpocock/skills v1.2.3：triage、grilling、wayfinder、handoff 等），右侧面板直接调用，无需手动装技能。当前主力支持 GitHub issue；Markdown 本地文件为预览版；GitLab 暂不在支持范围。希望它能帮你把想法更快变成现实。,74,dsh plugin --profile web add dsh-mattpocock-skills-deck,true,https://github.com/FeatherHunter/dsh-mattpocock-skills-deck,https://raw.githubusercontent.com/FeatherHunter/dsh-mattpocock-skills-deck/HEAD/assets/readme/01-install-board-ready.png;https://raw.githubusercontent.com/FeatherHunter/dsh-mattpocock-skills-deck/HEAD/assets/readme/02-task-board-list.png;https://raw.githubusercontent.com/FeatherHunter/dsh-mattpocock-skills-deck/HEAD/assets/readme/03-statusbar-capsule.png;https://raw.githubusercontent.com/FeatherHunter/dsh-mattpocock-skills-deck/HEAD/assets/readme/04-issue-detail-comment.png
recruiting-copilot,给 HR / 猎头的 AI 招聘工作流：岗位标准梳理、Boss直聘 + 猎聘双通道寻源初筛、市场人才盘点、简历评估、约面试、候选人台账与日报。可装成 Claude Code 插件或 DeepSeek Harness (dsh) 插件——后者自带可直接上手操作的「招聘浏览器」面板；也能配合任意读 AGENTS.md 的 AI 编程助手使用。,74,dsh plugin --profile web add git+https://github.com/Viy1204/recruiting-copilot.git,true,https://github.com/Viy1204/recruiting-copilot,
dsh-smooth-stream,DeepSeek Harness Web UI plugin for streaming rendering and scroll handling.,73,dsh plugin --profile web add dsh-smooth-stream,true,https://github.com/Laplace-bit/dsh-smooth-stream,https://raw.githubusercontent.com/Laplace-bit/dsh-smooth-stream/HEAD/docs/compare.gif
